orig,dest,num
"PLS","JFK","42051"
"CVG","CDG","41990"
"CDG","CVG","41909"
"DFW","CZM","41907"
"JFK","SNN","41848"
"MAN","EWR","41816"
"DTW","MNL","41752"
"EWR","SDQ","41731"
"TLV","LAX","41688"
"MIA","POP","41678"
"GDL","LAS","41594"
"LAX","BJX","41566"
"JFK","PLS","41480"
"JFK","VKO","41450"
"EIS","SJU","41380"
"IAH","LOS","41348"
"ATL","DUS","41332"
"CUN","IAD","41318"
"BWI","LHR","41231"
"JFK","SYD","41195"
"SNN","JFK","41172"
"EWR","MAN","41151"
"BOS","FCO","41075"
"ATL","LIR","41043"
"DTW","GRU","40955"
"SAN","NRT","40949"
"HND","SFO","40839"
"MAN","JFK","40687"
"LAS","MAN","40627"
"MAN","ORD","40607"
"SJU","EIS","40600"
"FCO","BOS","40569"
"CLT","GRU","40505"
"TXL","MIA","40490"
"BOS","NRT","40484"
"CZM","IAH","40468"
"DFW","BJX","40444"
"DFW","SJO","40380"
"LAX","SIN","40303"
"JFK","MAN","40273"
"SJD","SEA","40266"
"SYD","JFK","40129"
"BSB","ATL","40000"
"ATL","DUB","39795"
"VCE","PHL","39728"
"SNA","MEX","39719"
"ORD","MAN","39684"
"BCN","PHL","39648"
"AUA","BOS","39610"
"FCO","CLT","39589"
"ATL","BRU","39547"
"BOS","DXB","39525"
"LAX","TLV","39379"
"DUB","ATL","39356"
"SDQ","BOS","39350"
"VCE","JFK","39251"
"CUN","MCO","39246"
"LIM","EWR","39157"
"SEA","PVG","39155"
"EWR","PTY","39143"
"CLT","FCO","39129"
"SDQ","ATL","39123"
"MIA","LIR","39055"
"CLT","CDG","39033"
"CDG","CLT","38900"
"FCO","LAX","38881"
"MEX","SNA","38848"
"PVG","HNL","38813"
"IAD","CUN","38805"
"MSP","YEG","38753"
"KEF","SEA","38732"
"KWI","JFK","38729"
"EWR","YVR","38674"
"BOS","AUA","38658"
"PHL","VCE","38648"
"SEA","KEF","38582"
"LAS","GDL","38555"
"SNN","EWR","38507"
"JFK","VCE","38438"
"POP","EWR","38387"
"BRU","ATL","38367"
"SIN","LAX","38354"
"YVR","EWR","38343"
"PTY","ATL","38325"
"GRU","CLT","38295"
"IAH","CZM","38294"
"SFO","YUL","38196"
"JFK","ATH","38183"
"BDA","BOS","38159"
"SEA","SJD","38146"
"DTW","NGO","37990"
"ORD","DEL","37988"
"YEG","MSP","37986"
"SJO","MCO","37959"
"HNL","TPE","37948"
"YUL","SFO","37880"
"TGU","MIA","37850"
"SAL","DFW","37837"
"YOW","IAD","37757"
"SAL","SFO","37714"
"SFO","HND","37624"
"EWR","LIM","37623"
"EWR","GLA","37590"
"ATH","JFK","37563"
"EWR","SNN","37551"
"EWR","GVA","37391"
"GLA","EWR","37223"
"ORD","PUJ","37215"
"SJD","ORD","36935"
"MCO","CUN","36926"
"ATL","BSB","36890"
"PHL","BCN","36854"
"PUJ","ORD","36784"
"MIA","TGU","36775"
"LAX","FCO","36721"
"NGO","DTW","36675"
"HNL","PVG","36658"
"PDX","NRT","36608"
"ATL","PTY","36587"
"TPE","HNL","36564"
"LAX","YEG","36552"
"UIO","ATL","36519"
"PVR","DEN","36496"
"YUL","IAD","36479"
"SJD","SNA","36448"
"BOS","BDA","36404"
"JFK","SIN","36395"
"BCN","ATL","36383"
"GVA","EWR","36345"
"MCO","SJO","36343"
"SNA","SJD","36188"
"NCE","JFK","36185"
"BZE","ATL","36174"
"SFO","SAL","36159"
"EWR","BCN","36125"
"EWR","POP","36076"
"GDL","MDW","36064"
"CUN","STL","36053"
"BOG","ATL","36033"
"BCN","EWR","35969"
"ACC","JFK","35924"
"SEA","YLW","35863"
"MIA","ANU","35822"
"PHL","DOH","35788"
"STL","CUN","35767"
"YEG","LAX","35757"
"BHX","EWR","35631"
"EWR","TXL","35617"
"ATL","BCN","35565"
"NRT","SJC","35484"
"ATL","SDQ","35449"
"ATL","BOG","35337"
"ZRH","PHL","35299"
"QRO","IAH","35261"
"GUA","DFW","35224"
"JFK","NCE","35222"
"IAD","YUL","35123"
"EWR","BHX","35081"
"SIN","JFK","34987"
"ORD","SJD","34900"
"EWR","MAD","34834"
"PHL","AMS","34829"
"PHL","ZRH","34721"
"BOS","SDQ","34473"
"POP","JFK","34289"
"IAH","QRO","34265"
"DFW","SAL","34196"
"AMS","PHL","34183"
"AUS","LHR","34160"
"ATL","ZRH","34143"
"TXL","EWR","34133"
"ZRH","ATL","34036"
"DEN","PVR","34006"
"BRU","PHL","33938"
"GVA","IAD","33931"
"PEK","SPN","33852"
"YLW","SEA","33805"
"MAD","EWR","33769"
"IST","BOS","33768"
"POS","IAH","33753"
"ATL","BZE","33712"
"LHR","AUS","33699"
"ORY","EWR","33694"
"MAD","BOS","33682"
"ATL","UIO","33622"
"UVF","JFK","33605"
"DFW","YUL","33528"
"STI","EWR","33447"
"DCA","YYZ","33433"
"SPN","PEK","33427"
"EWR","HAM","33394"
"PTY","ORD","33334"
"EWR","YHZ","33300"
"IAD","GVA","33261"
"PHL","BRU","33242"
"MGA","ATL","33232"
"LIR","JFK","33223"
"SAP","ATL","33216"
"ANU","MIA","33190"
"SAL","ATL","33169"
"YHZ","EWR","33153"
"DFW","BZE","33111"
"JFK","POP","33079"
"JFK","UVF","33074"
"DUB","IAD","32944"
"BOS","IST","32853"
"DFW","GUA","32839"
"IAH","POS","32784"
"HAM","EWR","32776"
"PUJ","FLL","32749"
"PUJ","BWI","32689"
"GLA","MCO","32592"
"BAQ","MIA","32570"
"FLL","PUJ","32536"
"JED","JFK","32474"
"IAD","DUB","32440"
"CCS","IAH","32438"
"EWR","ORY","32429"
"SJC","NRT","32425"
"DEN","YWG","32419"
"MIA","LIS","32397"
"UIO","IAH","32392"
"JFK","KWI","32320"
"ORD","PTY","32284"
"BFS","EWR","32283"
"KIN","ATL","32210"
"GCM","ATL","32190"
"YEG","SFO","32174"
"SFO","YEG","32141"
"ATL","MGA","32088"
"YUL","DFW","32032"
"MIA","BAQ","31991"
"EWR","BFS","31991"
"UVF","ATL","31909"
"GUM","FUK","31895"
"ARN","JFK","31862"
"JFK","LIR","31855"
"JED","IAD","31847"
"ATH","PHL","31845"
"PDL","BOS","31807"
"BOS","MAD","31797"
"JFK","ACC","31768"
"BOS","CUN","31756"
"PHL","YHZ","31743"
"EWR","STI","31743"
"SJO","JFK","31713"
"YVR","SNA","31679"
"MBJ","DFW","31530"
"GCM","JFK","31483"
"DEN","KEF","31418"
"SEA","YYZ","31372"
"IAH","MUC","31341"
"BOS","PDL","31338"
"BWI","PUJ","31305"
"BZE","DFW","31286"
"YWG","DEN","31202"
"IAH","GCM","31194"
"ATL","SAP","31150"
"LIS","MIA","31140"
"YYZ","DCA","31133"
"SNA","YVR","31122"
"KEF","DEN","31110"
"BDA","EWR","31065"
"ATL","UVF","31059"
"GCM","IAH","30977"
"CUN","BOS","30930"
"ATL","GCM","30861"
"PHL","ATH","30839"
"YHZ","PHL","30827"
"JFK","GCM","30711"
"FUK","GUM","30623"
"IAH","UIO","30584"
"IAH","CCS","30584"
"ATL","SAL","30480"
"MZT","PHX","30464"
"JFK","AMM","30445"
"YYZ","SEA","30441"
"MEX","DTW","30419"
"RSW","DUS","30362"
"EWR","BDA","30362"
"FRA","LAS","30347"
"DTW","MEX","30283"
"JFK","ARN","30283"
"ONT","GDL","30247"
"YEG","ORD","30189"
"CLT","GIG","30154"
"DFW","MBJ","30154"
"PLS","ATL","30117"
"MNL","HNL","30106"
"FCO","DTW","30078"
"GIG","CLT","30052"
"FPO","MIA","29982"
"MDW","GDL","29969"
"GDL","ONT","29921"
"JFK","JED","29878"
"SLC","YVR","29845"
"IAD","MAN","29818"
"SAN","YYZ","29760"
"MUC","IAH","29733"
"IAD","YOW","29702"
"CLE","YYZ","29679"
"HND","SEA","29607"
"BKK","LAX","29593"
"CZM","ATL","29547"
"ATL","KIN","29517"
"MCO","GLA","29516"
"KEF","IAD","29396"
"DTW","FCO","29272"
"RUH","JFK","29211"
"CPH","JFK","29208"
"LAS","FRA","29191"
"MSP","YXE","29111"
"BOS","SNN","29111"
"JFK","SJO","29102"
"MAN","IAD","29058"
"PHL","YQB","29024"
"BDA","ATL","28984"
"ATL","PLS","28946"
"IAD","KEF","28879"
"MIA","FPO","28823"
"SNN","BOS","28775"
"AMM","JFK","28680"
"CCS","ATL","28646"
"ATL","BDA","28567"
"PLS","EWR","28561"
"SJD","ATL","28458"
"DUS","RSW","28450"
"ORD","YEG","28442"
"ATL","CZM","28394"
"HKG","DFW","28387"
"YYZ","SAN","28369"
"PVR","SEA","28363"
"BOG","EWR","28338"
"EWR","YQB","28144"
"IAD","JED","28086"
"ANU","JFK","28032"
"YYZ","CLE","27983"
"PEK","HNL","27962"
"GDL","ORD","27950"
"JFK","CPH","27877"
"YQB","EWR","27873"
"YXE","MSP","27839"
"DCA","YUL","27793"
"YVR","SLC","27792"
"SLC","YYC","27748"
"MBJ","ORD","27661"
"EWR","PLS","27657"
"SEA","PVR","27623"
"EWR","YOW","27616"
"YYC","SLC","27602"
"MLM","LAX","27571"
"PVR","MSP","27563"
"FPO","FLL","27549"
"YOW","DTW","27504"
"TGU","ATL","27430"
"RUH","IAD","27379"
"PTY","BOS","27347"
"ATL","SJD","27281"
"MIA","REC","27273"
"EWR","BOG","27088"
"HNL","MNL","27055"
"TGU","IAH","27026"
"BOG","DFW","27017"
"PHL","NAS","27016"
"OSL","JFK","26976"
"ORD","GDL","26975"
"MIA","MAR","26921"
"JFK","PRG","26911"
"PHL","YOW","26904"
"NAS","PHL","26901"
"YQB","PHL","26841"
"PRG","JFK","26561"
"REC","MIA","26459"
"PHX","MZT","26446"
"STR","EWR","26431"
"SAN","YYC","26315"
"MAR","MIA","26295"
"JFK","RUH","26245"
"ATL","TGU","26230"
"DTW","YOW","26211"
"MIA","BDA","26179"
"ATL","CCS","26162"
"MSP","PVR","26156"
"GND","MIA","26103"
"SAL","EWR","26067"
"YYZ","BWI","26041"
"OGG","YYC","25981"
"MIA","CWB","25976"
"ANU","EWR","25959"
"YUL","DCA","25952"
"EWR","STR","25919"
"PBI","YYZ","25894"
"CUN","CLE","25820"
"RTB","IAH","25736"
"BRO","GUA","25721"
"HNL","MEL","25712"
"ICN","LAS","25690"
"SXM","EWR","25548"
"MSP","YUL","25531"
"IAH","TGU","25520"
"ORD","MBJ","25480"
"MCO","DUB","25466"
"JFK","ANU","25447"
"YYC","SAN","25428"
"DUB","MCO","25370"
"BDA","MIA","25339"
"HNL","PEK","25273"
"BWI","YYZ","25272"
"DFW","QRO","25266"
"MBJ","EWR","25126"
"LAX","MLM","25115"
"IAD","YTZ","25111"
"YOW","EWR","25092"
"SFO","DUB","25089"
"YYC","OGG","25077"
"DUB","SFO","25041"
"YYZ","CVG","25009"
"CLE","CUN","24993"
"EWR","ANU","24977"
"GUA","FLL","24922"
"HNL","BNE","24916"
"YYZ","PBI","24828"
"BOS","PTY","24764"
"IAH","RTB","24722"
"MIA","GND","24632"
"EWR","MBJ","24601"
"FLL","FPO","24582"
"MAD","LAX","24473"
"YUL","MSP","24467"
"JFK","OSL","24464"
"DUS","LAX","24438"
"CVG","YYZ","24432"
"PHL","LIS","24395"
"YOW","PHL","24389"
"FLL","GUA","24352"
"MEL","HNL","24275"
"ICN","IAH","24204"
"LAX","DUS","24160"
"CUN","MKE","24105"
"IAD","RUH","24000"
"KOA","YVR","23953"
"BNE","HNL","23914"
"EWR","SXM","23851"
"JFK","ORY","23829"
"LAX","SCL","23815"
"LIS","PHL","23768"
"POA","MIA","23725"
"MLM","MDW","23723"
"CTG","JFK","23713"
"DFW","BOG","23683"
"YYZ","RDU","23680"
"QRO","DFW","23670"
"YTZ","IAD","23637"
"PSP","YVR","23553"
"EWR","SAL","23527"
"ORY","JFK","23522"
"RDU","YYZ","23498"
"CTG","MIA","23401"
"MDW","PUJ","23384"
"MKE","CUN","23374"
"SJO","CLT","23332"
"BCN","CLT","23322"
"LAX","BKK","23243"
"PVG","DFW","23185"
"MZT","LAX","23181"
"LAX","MAD","23179"
"MIA","LPB","23120"
"CLT","SJO","23087"
"IAH","SIN","22992"
"SXM","SJU","22929"
"PUJ","MDW","22899"
"MIA","CTG","22898"
"SAP","FLL","22891"
"LAX","MZT","22805"
"MGA","FLL","22726"
"STI","BOS","22725"
"EWR","YYT","22672"
"SEA","HND","22666"
"JFK","CTG","22654"
"PPG","FGI","22632"
"DOH","DFW","22591"
"YVR","KOA","22539"
"HKG","SEA","22533"
"SCL","LAX","22517"
"VVI","MIA","22494"
"DFW","SLP","22490"
"MID","IAH","22460"
"DEN","YXE","22397"
"MEX","DEN","22351"
"CLT","DUB","22350"
"CLT","BCN","22297"
"LGA","YOW","22200"
"SJD","EWR","22139"
"YEG","EWR","22134"
"AMS","DFW","22111"
"CTS","HNL","22071"
"SLP","DFW","22062"
"DEN","MEX","22032"
"DFW","AMS","21996"
"STI","SJU","21978"
"EWR","YEG","21889"
"YOW","LGA","21875"
"FGI","PPG","21807"
"CAN","SPN","21796"
"LAS","ICN","21714"
"SPN","CAN","21648"
"DUB","CLT","21604"
"ORD","HYD","21557"
"IAH","ICN","21548"
"SJC","SJD","21544"
"DEN","YQR","21515"
"EWR","SJD","21487"
"SJU","SXM","21443"
"YYT","EWR","21428"
"SIN","IAH","21316"
"IAH","MID","21306"
"KWI","IAD","21282"
"MDW","MLM","21232"
"MBJ","IAH","21144"
"PTY","FLL","21113"
"FLL","MGA","21112"
"AUA","BWI","21059"
"LIR","DFW","21032"
"YYZ","PIT","21032"
"CWB","MIA","21012"
"YVR","PSP","20935"
"NAS","BWI","20888"
"YXE","DEN","20878"
"ZIH","LAX","20866"
"SJD","SJC","20854"
"VER","IAH","20849"
"AMD","EWR","20746"
"CTG","FLL","20736"
"FLL","CTG","20731"
"MIA","SNU","20729"
"LPB","MIA","20615"
"YYC","EWR","20504"
"FLL","PTY","20449"
"LOS","JFK","20437"
"AUA","PHL","20367"
"LAX","ZIH","20256"
"FLL","SAP","20239"
"BWI","NAS","20166"
"SJU","STI","20117"
"MTY","ORD","20041"
"DFW","HKG","19949"
"SXM","PHL","19944"
"PHL","BDA","19870"
"MEX","CLT","19811"
"PHL","SXM","19808"
"BWI","AUA","19792"
"LAS","MTY","19727"
"MSP","YQR","19666"
"MNL","JFK","19665"
"IAH","MBJ","19658"
"PHL","AUA","19604"
"MSP","KEF","19516"
"BDA","PHL","19489"
"ORD","YXU","19480"
"PSP","YEG","19478"
"IAH","VER","19463"
"MIA","SSA","19461"
"LGA","YHZ","19392"
"MIA","VVI","19354"
"BOS","STI","19350"
"FLL","YOW","19330"
"IAD","KWI","19306"
"PIT","YYZ","19306"
"EWR","KEF","19286"
"GIG","DFW","19260"
"YQR","DEN","19188"
"DFW","DOH","19174"
"EWR","YYC","19171"
"YOW","FLL","19135"
"YHZ","LGA","19128"
"DFW","AGU","19115"
"BNA","YYZ","19084"
"BRO","SAP","19082"
"AGU","DFW","19078"
"KEF","MSP","19052"
"SSA","MIA","19024"
"ROR","GUM","18956"
"KEF","EWR","18950"
"LIH","YVR","18893"
"MTY","LAS","18882"
"BOG","IAD","18870"
"VCE","ATL","18847"
"BLA","MIA","18839"
"YQR","MSP","18746"
"SVO","IAD","18724"
"NAS","IAH","18703"
"MIA","SVO","18663"
"IAD","SVO","18658"
"NAS","DCA","18608"
"MCO","YOW","18545"
"ZCL","LAX","18532"
"IAH","NAS","18527"
"CLT","MEX","18514"
"DFW","GIG","18490"
"YYZ","BNA","18453"
"GUM","ROR","18421"
"BOS","PUJ","18374"
"YOW","MCO","18360"
"PHL","GLA","18335"
"DFW","LIR","18308"
"SEA","HKG","18278"
"GDL","SAT","18161"
"MIA","ASU","18161"
"DCA","NAS","18066"
"IAD","BOG","18050"
"YVR","LIH","18034"
"ASU","MIA","18027"
"SAL","ORD","18026"
"MIA","POA","17978"
"PUJ","BOS","17919"
"DFW","YEG","17903"
"ORD","MTY","17868"
"MDE","JFK","17855"
"GLA","PHL","17798"
"SAT","GDL","17797"
"YHZ","BOS","17777"
"MEX","SAN","17734"
"JFK","KBP","17724"
"MIA","BLA","17672"
"YYC","JFK","17611"
"EWR","OPO","17573"
"LAS","YWG","17543"
"BOS","YHZ","17543"
"AUH","LAX","17526"
"SAT","MTY","17502"
"JFK","MDE","17469"
"JFK","LOS","17444"
"ATL","VCE","17416"
"MXP","ATL","17405"
"ATL","MXP","17390"
"MTY","SAT","17381"
"MBJ","MDW","17353"
"HOG","MIA","17345"
"LAX","AUH","17335"
"TPA","HAV","17309"
"YEG","PSP","17297"
"EWR","AMD","17285"
"AUS","CUN","17191"
"CUN","AUS","17188"
"YYZ","CMH","17180"
"PHX","HMO","17115"
"HMO","PHX","17096"
"LAX","ZCL","17094"
"SFO","YYJ","17062"
"JFK","YYC","17054"
"YXU","ORD","17043"
"MDW","MBJ","17030"
"HYD","ORD","16953"
"YEG","DFW","16897"
"MIA","GEO","16859"
"LAX","VKO","16842"
"CUU","DFW","16795"
"DFW","CUU","16790"
"YWG","LAS","16769"
"ZRH","TPA","16758"
"FLL","YQB","16730"
"SJO","DEN","16699"
"ORD","YQB","16673"
"SLC","SJD","16661"
"SNU","MIA","16650"
"CMH","YYZ","16641"
"OPO","EWR","16555"
"LHE","JFK","16424"
"YYJ","SFO","16404"
"MEL","JFK","16389"
"EDI","PHL","16382"
"YQB","ORD","16290"
"MIA","CMW","16282"
"SVO","MIA","16269"
"PHL","EDI","16223"
"ORD","YKF","16221"
"JFK","LHE","16157"
"MAN","SFB","16146"
"GEO","MIA","16141"
"SAN","MEX","16067"
"YHZ","MCO","16059"
"YKF","ORD","16056"
"GGT","MIA","16041"
"POS","EWR","15915"
"ORD","SAL","15865"
"SXM","ATL","15784"
"DFW","PVG","15778"
"FLL","CPH","15749"
"HKG","GUM","15740"
"YYZ","IND","15683"
"MSY","YYZ","15674"
"SJD","SLC","15663"
"IND","YYZ","15637"
"FPO","ATL","15618"
"EWR","POS","15559"
"MIA","GGT","15475"
"DEN","SJO","15456"
"GUM","HKG","15446"
"LTO","LAX","15405"
"YYZ","STL","15288"
"YYZ","MSY","15238"
"CPH","FLL","15237"
"MAD","CLT","15203"
"YQB","FLL","15159"
"ATL","SXM","15124"
"MCO","YHZ","15067"
"LAX","LTO","15029"
"NAS","DFW","15029"
"GUA","EWR","14968"
"ANC","YVR","14937"
"ORD","SNN","14864"
"PIT","CDG","14835"
"GND","JFK","14807"
"DOH","MIA","14801"
"LAX","YLW","14800"
"EDI","ORD","14728"
"MIA","VKO","14728"
"SNN","ORD","14725"
"IAH","YUL","14704"
"DEN","YUL","14697"
"STL","YYZ","14694"
"CLO","JFK","14675"
"MIA","HOG","14648"
"CDG","PIT","14624"
"CMW","MIA","14552"
"SFB","MAN","14542"
"AGU","LAX","14527"
"PTY","TPA","14480"
"LAX","AGU","14441"
"EWR","GUA","14362"
"ORD","EDI","14283"
"CLT","MAD","14249"
"IAH","DME","14246"
"TPA","PTY","14241"
"DFW","NAS","14201"
"ATL","PAP","14112"
"ATL","FPO","14096"
"PAP","ATL","14069"
"BOS","NAS","14057"
"LRM","JFK","14052"
"ATL","BJX","13971"
"JFK","GND","13929"
"MIA","PTP","13856"
"MAD","IAD","13852"
"MIA","DOH","13833"
"YUL","DEN","13820"
"POS","MCO","13740"
"NAS","BOS","13708"
"YVR","ANC","13692"
"RAI","BOS","13662"
"LAS","YXE","13592"
"JFK","MNL","13591"
"DTW","AMM","13581"
"MCO","POS","13543"
"CLT","MAN","13507"
"DME","IAH","13483"
"PUJ","PIT","13474"
"PUJ","MSP","13466"
"MTY","DTW","13453"
"YYZ","SRQ","13434"
"LAD","IAH","13428"
"VSA","IAH","13387"
"YUL","IAH","13385"
"JFK","CCS","13374"
"LGW","SFB","13371"
"PTP","MIA","13366"
"FRA","ANC","13366"
"SJU","CCS","13339"
"IAH","LAD","13275"
"SNN","PHL","13243"
"JFK","LRM","13228"
"JFK","MEL","13201"
"CCS","JFK","13165"
"IAH","VSA","13160"
"SRQ","YYZ","13152"
"YOW","DCA","13147"
"MSP","PUJ","13134"
"GUA","IAD","13120"
"HEL","ORD","13118"
"AMM","DTW","13099"
"IAD","MAD","13025"
"VIE","EWR","12962"
"YLW","LAX","12953"
"AUA","MCO","12887"
"PHL","SNN","12885"
"DCA","YOW","12884"
"ARN","FLL","12829"
"DKR","JFK","12823"
"GCM","TPA","12805"
"HAV","TPA","12769"
"ANC","FRA","12754"
"OSL","FLL","12729"
"PLS","PHL","12717"
"SJD","MSP","12663"
"BEL","MIA","12616"
"SFB","LGW","12608"
"DTW","MTY","12581"
"JFK","CLO","12564"
"ORD","HEL","12514"
"LIR","ORD","12496"
"PUS","GUM","12479"
"FLL","ARN","12451"
"YYC","MCO","12435"
"CPH","LAX","12427"
"EWR","VIE","12425"
"MHH","PBI","12414"
"LIR","EWR","12396"
"CZM","MSP","12384"
"MSP","SJD","12352"
"PIT","PUJ","12323"
"PBI","MHH","12316"
"PVR","ATL","12289"
"FLL","OSL","12239"
"GUM","PUS","12225"
"CUN","PIT","12202"
"ZLO","LAX","12170"
"TPA","GCM","12167"
"MAN","CLT","12151"
"MSP","CZM","12093"
"PUJ","IAD","12074"
"HNL","CTS","12042"
"MIA","AMS","12022"
"STI","FLL","11944"
"ARN","LAX","11943"
"MCO","YYC","11921"
"PHL","PLS","11898"
"LAS","YQR","11830"
"NAS","LGA","11825"
"NAP","JFK","11763"
"IAD","GUA","11758"
"YHZ","ORD","11751"
"ATL","PVR","11748"
"EWR","LIR","11716"
"CUN","MCI","11716"
"JFK","YQB","11714"
"YXE","LAS","11707"
"CLT","YUL","11645"
"IAD","PUJ","11620"
"TPE","DTW","11602"
"BJX","ATL","11561"
"MCO","AUA","11548"
"BOS","RAI","11518"
"GCM","EWR","11469"
"YYC","PDX","11433"
"MLM","IAH","11420"
"PUJ","CVG","11384"
"SJU","YYZ","11380"
"YUL","CLT","11370"
"CVG","PUJ","11307"
"PEK","BOS","11279"
"YOW","CLT","11269"
"JFK","DKR","11266"
"CLT","YOW","11261"
"PIT","CUN","11248"
"TAM","IAH","11226"
"CUN","SAT","11216"
"MCI","CUN","11208"
"LGA","NAS","11206"
"IAH","TAM","11183"
"YQR","LAS","11163"
"DTW","TPE","11146"
"YQB","JFK","11136"
"ORD","YHZ","11133"
"AUA","IAD","11087"
"SAL","FLL","11050"
"LAX","ZLO","11036"
"JFK","NAP","11026"
"TLC","FLL","11014"
"EWR","GCM","11002"
"AMS","SFB","10995"
"SFB","KEF","10964"
"MIA","BEL","10956"
"YYZ","MKE","10936"
"IAD","AUA","10854"
"SJO","IAD","10846"
"YYZ","SJU","10815"
"IAD","BAH","10815"
"PVR","EWR","10809"
"MKE","YYZ","10808"
"LAX","CPH","10805"
"FLL","TLC","10792"
"ELP","MEX","10762"
"YYZ","BDL","10757"
"LAX","ARN","10752"
"PBC","IAH","10745"
"PTY","DFW","10739"
"ORD","LIR","10715"
"JED","LAX","10698"
"BDL","YYZ","10693"
"SAT","CUN","10691"
"BOS","PEK","10682"
"AXM","FLL","10576"
"AGP","JFK","10557"
"MIA","CFG","10529"
"IAH","PBC","10528"
"SIN","ORD","10501"
"KEF","SFB","10467"
"PVR","SAN","10460"
"AGU","IAH","10457"
"CUN","CVG","10439"
"ZCL","MDW","10423"
"BRU","MIA","10412"
"IAD","SJO","10409"
"FLL","STI","10409"
"IAH","MLM","10389"
"SLP","IAH","10367"
"MIA","BRU","10349"
"MHH","MIA","10342"
"LAS","YYJ","10325"
"ORD","SIN","10317"
"HNL","SDJ","10300"
"FPO","CLT","10266"
"SJO","PHX","10248"
"ZRH","LAS","10205"
"PHX","SJO","10169"
"MIA","MHH","10160"
"YXE","ORD","10118"
"BOM","JFK","10099"
"TRC","DFW","10093"
"FLL","SAL","10050"
"FLL","AXM","10050"
"YYC","MIA","10032"
"OGG","YEG","10010"
"ORD","YXE","10009"
"YQR","ORD","9987"
"HMO","LAX","9966"
"OAX","IAH","9952"
"CVG","CUN","9936"
"MHH","FLL","9926"
"DFW","PTY","9891"
"LAX","HMO","9888"
"IAH","AGU","9888"
"YOW","BOS","9884"
"DKR","IAD","9877"
"BOS","YOW","9874"
"CZM","MIA","9822"
"JFK","AGP","9784"
"BAH","IAD","9759"
"ORD","YQR","9740"
"SAN","PVR","9734"
"DFW","TRC","9720"
"LAX","JED","9702"
"IAH","SLP","9702"
"CLT","FPO","9678"
"EWR","PVR","9654"
"CME","IAH","9636"
"ORD","AUA","9622"
"MDW","ZCL","9605"
"TAS","JFK","9502"
"SFB","AMS","9501"
"FLL","MHH","9488"
"PDX","YYC","9472"
"GIG","MCO","9431"
"MIA","CZM","9414"
"AUA","ORD","9341"
"EWR","YQM","9316"
"CUU","IAH","9313"
"IAH","OAX","9285"
"ZIH","MSP","9285"
"MCI","YYZ","9259"
"IAH","CME","9244"
"BOS","PLS","9226"
"SFO","CTU","9217"
"JFK","LCY","9207"
"YVR","IAD","9189"
"SPN","KIX","9158"
"MIA","ELH","9145"
"CTU","SFO","9143"
"PLS","BOS","9122"
"HNL","PPT","9052"
"NAS","ORD","9051"
"BJX","MDW","9050"
"ORD","NAS","9039"
"MCO","GIG","9039"
"YQM","EWR","9025"
"IAD","DKR","9004"
"ELH","FLL","8967"
"ELH","MIA","8949"
"MZT","MSP","8937"
"DFW","MLM","8934"
"MIA","MID","8933"
"MBJ","MSP","8932"
"YYJ","LAS","8908"
"LGA","BDA","8858"
"PPT","HNL","8856"
"MLM","DFW","8835"
"SJU","MAD","8833"
"IAH","CUU","8832"
"KIX","SPN","8826"
"AZS","JFK","8799"
"PUJ","DTW","8754"
"MSP","ZIH","8753"
"TRC","IAH","8743"
"YEG","OGG","8715"
"MIA","YYC","8710"
"IAD","YVR","8697"
"PEI","JFK","8688"
"MSP","MBJ","8686"
"RTB","MIA","8677"
"TLC","SAT","8631"
"MSP","MZT","8630"
"YYZ","MCI","8626"
"LCY","JFK","8611"
"SJU","FRA","8589"
"FLL","ELH","8574"
"SFO","MLM","8562"
"FLL","FRA","8554"
"CUN","IND","8535"
"BDA","LGA","8532"
"SAT","TLC","8526"
"SAL","MCO","8512"
"IAH","TRC","8485"
"MAD","SJU","8378"
"GUM","TKK","8378"
"FRA","FLL","8370"
"PUJ","STL","8361"
"GUA","JFK","8307"
"SKB","JFK","8274"
"SFO","LIM","8270"
"JFK","AZS","8267"
"CTS","GUM","8258"
"CCS","SJU","8250"
"GUM","CTS","8250"
"DTW","PUJ","8238"
"STL","PUJ","8228"
"LIM","SFO","8218"
"MIA","LRM","8199"
"MID","MIA","8178"
"FRA","SJU","8165"
"JFK","SAP","8152"
"IND","CUN","8115"
"BOS","LIS","8093"
"MIA","RTB","8067"
"LIS","BOS","8056"
"LRM","MIA","8042"
"MLM","SFO","8031"
"MBJ","BOS","8025"
"GUM","SDJ","8017"
"BON","IAH","8013"
"SAP","JFK","8006"
"PVG","ATL","7986"
"SDJ","GUM","7965"
"CUN","SLC","7957"
"LAS","TLC","7940"
"BNE","JFK","7922"
"MDW","BJX","7912"
"LKE","YWH","7898"
"PBC","DFW","7888"
"CZM","ORD","7884"
"LAS","ZRH","7878"
"DCA","BDA","7871"
"RUH","LAX","7852"
"PUJ","CLE","7846"
"MBJ","IAD","7835"
"LAX","RUH","7817"
"SLC","CUN","7790"
"ZIH","IAH","7788"
"PHX","YWG","7786"
"DFW","PBC","7777"
"YWG","PHX","7755"
"JFK","GUA","7681"
"BRU","CLT","7667"
"CLE","PUJ","7642"
"BOS","MBJ","7572"
"SJU","BOG","7549"
"PUS","SPN","7506"
"MCO","SAL","7500"
"JFK","PEI","7496"
"MIA","FDF","7461"
"YWH","LKE","7456"
"PNI","GUM","7425"
