orig,dest,num
"BOS","SCQ","2"
"LIR","AUS","2"
"SJU","PLS","2"
"SJU","TCO","2"
"RSW","MBJ","2"
"SAT","GCM","2"
"YVR","FBS","2"
"BJC","ZRH","2"
"BON","DCA","2"
"PVD","GVA","2"
"PVR","BIL","2"
"OMA","YEG","2"
"DCA","BZE","2"
"DCA","PTY","2"
"TEB","LYS","2"
"MKC","ZRH","2"
"APC","YVR","2"
"ATH","HPN","2"
"MVY","YYZ","2"
"IST","BWI","2"
"GUA","ACY","2"
"CUZ","IAH","2"
"SMF","POS","2"
"PEK","ANC","2"
"LAX","STN","2"
"BUF","LIR","2"
"BDA","PHX","2"
"TGU","LAS","2"
"BID","YUL","2"
"VNY","JER","2"
"MAD","SAV","2"
"MCO","EJA","2"
"ORF","UVF","2"
"IAD","CZM","2"
"AUS","TGU","2"
"MIA","YJT","2"
"TEB","SCL","2"
"IQT","DFW","1"
"JER","ASE","1"
"LIR","TPA","1"
"CUN","PVD","1"
"GVA","MHT","1"
"SYR","PLS","1"
"TGU","PHX","1"
"BWI","BZE","1"
"FLL","VUP","1"
"BJC","PSA","1"
"TRU","JFK","1"
"SJU","EJA","1"
"OMA","PVR","1"
"OPF","ORK","1"
"MIA","GDL","1"
"AUS","MEX","1"
"YVR","ROC","1"
"ADQ","PLH","1"
"EDI","TEB","1"
"GSP","YYZ","1"
"GUA","HDN","1"
"HDN","GUA","1"
"ROC","ZRH","1"
"YOW","TEB","1"
"TEB","YYR","1"
"TUL","FPO","1"
"YYZ","APA","1"
"MAD","ROC","1"
"SEA","HMO","1"
"PLS","OPF","1"
"AQP","EWR","1"
"EJA","MCO","1"
"STR","BOS","1"
"PDX","BON","1"
"YVR","LKE","1"
"SDQ","OPF","1"
"YWG","BOS","1"
"FLL","EYP","1"
"BED","MAD","1"
"FON","LAX","1"
"YYZ","HPN","1"
"PVR","FLL","1"
"OPF","GVA","1"
"DFW","JUL","1"
"IAD","PEM","1"
"ADQ","GEO","1"
"SEA","TIJ","1"
"ELH","SJU","1"
"IQT","SFO","1"
"LTN","HOU","1"
"MAD","BFI","1"
"SJU","PPN","1"
"MKE","LBG","1"
"TRU","SFO","1"
"BMI","ZRH","1"
"RNO","YVR","1"
"MCO","CUZ","1"
"MGA","SLC","1"
"HPN","YYZ","1"
"BOS","YEG","1"
"YVR","OMA","1"
"SEA","GVA","1"
"PHX","TRS","1"
"LCE","EWR","1"
"LEX","ARN","1"
"LIM","SJU","1"
"CLE","TGU","1"
"NAS","SYR","1"
"GJT","YVR","1"
"YEG","MSY","1"
"YTZ","HPN","1"
"YUL","CHS","1"
"BDA","DEN","1"
"FOK","VKO","1"
"BZV","MIA","1"
"YYJ","BFI","1"
"CLE","MBJ","1"
"YYZ","LSE","1"
"SJU","LBG","1"
"ROC","MAD","1"
"DAY","YUL","1"
"PAD","AZA","1"
"BOS","MTY","1"
"PHX","NCE","1"
"LBG","IAD","1"
"PIT","GUA","1"
"MUC","TEB","1"
"ATL","STI","1"
"GUA","RDU","1"
"DTW","GUA","1"
"SIN","HNL","1"
"CIX","LAX","1"
"MCO","ADZ","1"
"MGA","SEA","1"
"TEB","BRS","1"
"LBG","SFO","1"
"STN","MDW","1"
"TLS","TEB","1"
"IAH","FRS","1"
"YYC","IAD","1"
"SJD","DSM","1"
"PVD","SJO","1"
"PVR","OMA","1"
"MEX","TUS","1"
"DCA","LIR","1"
"MSN","YYZ","1"
"LBG","HOU","1"
"PIT","FAB","1"
"LGB","SJD","1"
"MUC","PWM","1"
"IQT","EWR","1"
"ATL","ZIH","1"
"EYP","FLL","1"
"LWS","YVR","1"
"GSE","BOS","1"
"CUR","IAD","1"
"RSW","GUA","1"
"SUN","TXL","1"
"SYR","SXM","1"
"BDA","LAS","1"
"LAX","TPP","1"
"DTW","GDL","1"
"SJU","ELH","1"
"MBJ","SEA","1"
"LGA","TGU","1"
"LIT","VKO","1"
"NAS","SAN","1"
"YYZ","UST","1"
"YEG","TPA","1"
"IBE","IAD","1"
"VVC","SJU","1"
"GDL","TPA","1"
"SJO","PDX","1"
"PVR","MIA","1"
"TEB","EDI","1"
"IAD","NHT","1"
"PHL","RTB","1"
"ZRH","BGR","1"
"FAY","YOW","1"
"YVR","LWS","1"
"BDA","IAH","1"
"BGO","TEB","1"
"SFO","FAB","1"
"PVR","IAD","1"
"MEX","MDT","1"
"ORD","LCE","1"
"TEB","VIE","1"
"PHX","RTB","1"
"MUC","BNA","1"
"EWR","AQP","1"
"SJU","VVC","1"
"GUA","SNA","1"
"YUL","OMA","1"
"BOG","SAV","1"
"MGA","SNA","1"
"BOS","FAB","1"
"MID","IAD","1"
"AGP","PHL","1"
"PIU","ORD","1"
"LIN","MDW","1"
"CMH","PVR","1"
"FAB","VNY","1"
"SKB","MCO","1"
"CUN","SRQ","1"
"SMF","SAP","1"
"SWF","YQM","1"
"PDX","RTB","1"
"YVR","APC","1"
"DTW","DUB","1"
"SGD","LAX","1"
"FRS","EWR","1"
"CHR","TEB","1"
"VKO","BGR","1"
"SJD","ANC","1"
"MEX","LIH","1"
"MHT","BRU","1"
"DBV","TEB","1"
"ORH","YUL","1"
"PAD","TWF","1"
"MIA","JUL","1"
"BOS","GSE","1"
"MIA","TPP","1"
"TEB","TRD","1"
"MSY","GDL","1"
"PNE","AAO","1"
"MAD","BED","1"
"JFK","YVC","1"
"RSW","NAS","1"
"SEA","BDA","1"
"BSL","SAF","1"
"BDA","MCO","1"
"IAD","TRU","1"
"YXU","DAY","1"
"TRU","ORD","1"
"SFO","PUJ","1"
"CIX","ORD","1"
"YAZ","PSP","1"
"RNO","SJO","1"
"MIA","GLF","1"
"PHX","TGU","1"
"IND","YUL","1"
"GRR","MEX","1"
"SLC","KIX","1"
"SLM","ROC","1"
"YHM","GON","1"
"YQM","TEB","1"
"LAX","PUJ","1"
"BWI","LGW","1"
"BFI","YYJ","1"
"DTW","TGU","1"
"SFO","ANE","1"
"SJD","OKC","1"
"SJU","IBE","1"
"ORD","YQX","1"
"OXF","IAD","1"
"MEX","ABQ","1"
"IAD","IBE","1"
"TEB","GSE","1"
"PIT","YQX","1"
"IQT","IAD","1"
"HMO","SEA","1"
"PDX","GCM","1"
"YVR","BJC","1"
"DLH","ZRH","1"
"FLL","BDA","1"
"CCS","ORD","1"
"YYZ","ABQ","1"
"VCP","JFK","1"
"CIX","IAD","1"
"SJD","RDU","1"
"SJO","LGA","1"
"SJU","EYP","1"
"PVR","RSW","1"
"MEX","SDF","1"
"ORD","FRS","1"
"MGA","PIT","1"
"AUS","POS","1"
"LAX","OLB","1"
"TEB","YOW","1"
"SEA","NAS","1"
"DUB","RDU","1"
"PIU","DFW","1"
"LGA","YEG","1"
"MZL","IAD","1"
"EZE","EWR","1"
"RTB","PHL","1"
"YUL","ORH","1"
"YUM","GDL","1"
"DTW","BZE","1"
"YXE","CLE","1"
"BWI","GUA","1"
"BGI","LEX","1"
"IAH","PIU","1"
"PVR","SNA","1"
"KEF","MIA","1"
"BDA","CHS","1"
