"PASSENGERS","ORIGIN","DEST",
0.00,"LIR","SAT",
0.00,"LIR","TPA",
0.00,"MBJ","SAT",
0.00,"MCO","ANU",
0.00,"MCO","AUA",
0.00,"MCO","GDL",
0.00,"MCO","MBJ",
0.00,"MCO","POS",
0.00,"MCO","SJO",
0.00,"MEX","ALB",
0.00,"MEX","AUS",
0.00,"MEX","CLE",
0.00,"MEX","FLL",
0.00,"MEX","HDN",
0.00,"MEX","LAS",
0.00,"MEX","MIA",
0.00,"MEX","MTJ",
0.00,"MEX","PBI",
0.00,"MEX","PHX",
0.00,"MEX","PIT",
0.00,"MEX","RSW",
0.00,"MEX","SMF",
0.00,"MEX","TPA",
0.00,"MGA","LAX",
0.00,"MGA","MCO",
0.00,"MGA","SFO",
0.00,"MGA","TPA",
0.00,"MIA","MGA",
0.00,"MIA","PTY",
0.00,"MIA","RTB",
0.00,"MID","BWI",
0.00,"MID","CLE",
0.00,"MID","EGE",
0.00,"MID","EWR",
0.00,"MSY","CZM",
0.00,"NAS","LAS",
0.00,"NAS","LAX",
0.00,"NAS","PHX",
0.00,"NAS","SAT",
0.00,"NAS","SFO",
0.00,"OKC","GUA",
0.00,"ONT","MEX",
0.00,"ORD","POS",
0.00,"PBI","GUA",
0.00,"PBI","PVR",
0.00,"PBI","SJO",
0.00,"PDX","MEX",
0.00,"PHX","LIR",
0.00,"PLS","CLE",
0.00,"POS","JAC",
0.00,"POS","LGA",
0.00,"PTY","ABQ",
0.00,"PVR","BWI",
0.00,"PVR","LAS",
0.00,"PVR","PDX",
0.00,"PVR","SAN",
0.00,"PVR","SEA",
0.00,"RSW","CUN",
0.00,"RSW","GUA",
0.00,"RTB","AUS",
0.00,"SAL","SFO",
0.00,"SAL","SMF",
0.00,"SAN","MEX",
0.00,"SAT","GCM",
0.00,"SAT","MGA",
0.00,"SEA","MEX",
0.00,"SEA","SJD",
0.00,"SFO","SAL",
0.00,"SJD","ANC",
0.00,"SJD","BOS",
0.00,"SJD","CLE",
0.00,"SJD","LAS",
0.00,"SJD","SAN",
0.00,"SJD","SAT",
0.00,"SJD","SMF",
0.00,"SJO","DCA",
0.00,"SJO","LGA",
0.00,"SJO","MIA",
0.00,"SJO","ONT",
0.00,"SLC","LIR",
0.00,"SLC","SAL",
0.00,"SLC","SJO",
0.00,"SXM","FLL",
0.00,"SXM","IAH",
0.00,"SXM","MCO",
0.00,"SXM","SFO",
0.00,"TPA","CUN",
0.00,"TPA","GUA",
0.00,"TPA","MEX",
0.00,"TPA","MGA",
0.00,"TPA","NAS",
0.00,"TPA","POS",
0.00,"TPA","TGU",
0.00,"HKG","ANC",
0.00,"HKG","SJC",
0.00,"LAX","BNE",
0.00,"SIN","ANC",
0.00,"SIN","HNL",
0.00,"AMS","MIA",
0.00,"BOG","MIA",
0.00,"CCS","MIA",
0.00,"FVT","MIA",
0.00,"GDL","LAX",
0.00,"GDL","MIA",
0.00,"LAX","MEX",
0.00,"LIM","MIA",
0.00,"MDE","MIA",
0.00,"MIA","AMS",
0.00,"MIA","BOG",
0.00,"MIA","CCS",
0.00,"MIA","FVT",
0.00,"MIA","LIM",
0.00,"MIA","MAO",
0.00,"MIA","MDE",
0.00,"MIA","PTY",
0.00,"MIA","SDQ",
0.00,"MIA","VCP",
0.00,"MIA","VLN",
0.00,"PUJ","MIA",
0.00,"SCL","MIA",
0.00,"BWI","YYZ",
0.00,"DFW","PTY",
0.00,"LAS","YVR",
0.00,"PTY","BWI",
0.00,"PUJ","BWI",
0.00,"SEA","PUJ",
0.00,"SEA","YYC",
0.00,"YVR","SEA",
0.00,"YYC","BWI",
0.00,"FAY","YYZ",
0.00,"PHF","YUL",
0.00,"YOW","CMH",
0.00,"YUL","MSY",
0.00,"YYZ","AGS",
0.00,"YVR","GEG",
0.00,"YVR","SEA",
0.00,"CUN","MIA",
0.00,"BDA","EWR",
0.00,"CVG","YMX",
0.00,"EWR","BDA",
0.00,"YMX","CVG",
0.00,"MEX","MIA",
0.00,"MIA","MEX",
0.00,"RUH","JFK",
0.00,"DLC","GUM",
0.00,"PEK","SPN",
0.00,"YVR","GEG",
0.00,"AGU","LRD",
0.00,"DAL","AGU",
0.00,"DRT","YNK",
0.00,"LRD","SLP",
0.00,"LRD","SLW",
0.00,"SLP","LAN",
0.00,"SLP","LRD",
0.00,"SLP","YIP",
0.00,"SLW","HSV",
0.00,"SLW","LRD",
0.00,"SLW","RFD",
0.00,"YIP","SLW",
0.00,"ATL","FRA",
0.00,"BQN","FRA",
0.00,"CWB","BQN",
0.00,"DFW","FRA",
0.00,"DFW","MAN",
0.00,"DTW","FRA",
0.00,"DTW","MAN",
0.00,"FRA","ATL",
0.00,"FRA","DFW",
0.00,"FRA","DTW",
0.00,"FRA","IAH",
0.00,"FRA","JFK",
0.00,"FRA","LAX",
0.00,"FRA","MCO",
0.00,"FRA","ORD",
0.00,"IAH","FRA",
0.00,"IAH","MAN",
0.00,"JFK","FRA",
0.00,"LAX","FRA",
0.00,"LIM","BQN",
0.00,"MAO","BQN",
0.00,"MEX","DFW",
0.00,"MEX","ORD",
0.00,"ORD","FRA",
0.00,"UIO","BQN",
0.00,"VCP","BQN",
0.00,"VCP","LAX",
0.00,"YYZ","IAH",
0.00,"TOL","MTY",
0.00,"LRD","QRO",
0.00,"MEM","MTY",
0.00,"MEM","QRO",
0.00,"MEM","SLW",
0.00,"MEM","TLC",
0.00,"MTY","LRD",
0.00,"QRO","LRD",
0.00,"QRO","YIP",
0.00,"SLW","LRD",
0.00,"TLC","MFE",
0.00,"YHM","MEM",
0.00,"YIP","YHM",
0.00,"YIP","YKF",
0.00,"YIP","YXU",
0.00,"YKF","MEM",
0.00,"YXU","RFD",
0.00,"YYC","ADS",
0.00,"GDL","LAX",
0.00,"LAX","BJX",
0.00,"LAX","GDL",
0.00,"LAX","MEX",
0.00,"MEX","LAX",
0.00,"MEX","ORD",
0.00,"ORD","MEX",
0.00,"DFW","LUX",
0.00,"JFK","LUX",
0.00,"LAX","LUX",
0.00,"LUX","DFW",
0.00,"LUX","LAX",
0.00,"LUX","ORD",
0.00,"MXP","JFK",
0.00,"MXP","LAX",
0.00,"MXP","ORD",
0.00,"ORD","LUX",
0.00,"LAX","PVG",
0.00,"ORD","PVG",
0.00,"PVG","LAX",
0.00,"PVG","ORD",
0.00,"ANC","CTS",
0.00,"ANC","NRT",
0.00,"DFW","NRT",
0.00,"JFK","NRT",
0.00,"LAX","NRT",
0.00,"NRT","DFW",
0.00,"NRT","JFK",
0.00,"NRT","LAX",
0.00,"NRT","ORD",
0.00,"NRT","SFO",
0.00,"ORD","HHN",
0.00,"ORD","NRT",
0.00,"SFO","NRT",
0.00,"BFI","YVR",
0.00,"FSD","YYC",
0.00,"MSP","YWG",
0.00,"SDF","YHM",
0.00,"SDF","YMX",
0.00,"SDF","YVR",
0.00,"SDF","YYC",
0.00,"SDF","YYZ",
0.00,"YHM","SDF",
0.00,"YMX","SDF",
0.00,"YVR","BFI",
0.00,"YVR","SDF",
0.00,"YWG","MSP",
0.00,"YWG","OMA",
0.00,"YWG","SDF",
0.00,"YYC","FSD",
0.00,"YYC","SDF",
0.00,"YYZ","SDF",
0.00,"CDG","IAD",
0.00,"CDG","PHL",
0.00,"CDG","SDF",
0.00,"CGN","EWR",
0.00,"CGN","PHL",
0.00,"CGN","SDF",
0.00,"EMA","PHL",
0.00,"EMA","SDF",
0.00,"EWR","EMA",
0.00,"EWR","STN",
0.00,"PHL","CDG",
0.00,"PHL","CGN",
0.00,"PHL","EMA",
0.00,"SDF","CDG",
0.00,"SDF","CGN",
0.00,"SDF","EMA",
0.00,"STN","SDF",
0.00,"AUS","MTY",
0.00,"BOG","MIA",
0.00,"GDL","SDF",
0.00,"GUA","MIA",
0.00,"GYE","MIA",
0.00,"MEX","SDF",
0.00,"MGA","MIA",
0.00,"MIA","BOG",
0.00,"MIA","GUA",
0.00,"MIA","GYE",
0.00,"MIA","MGA",
0.00,"MIA","PTY",
0.00,"MIA","SAL",
0.00,"MIA","SAP",
0.00,"MIA","SDQ",
0.00,"MIA","UIO",
0.00,"MIA","VCP",
0.00,"MTY","AUS",
0.00,"PTY","MIA",
0.00,"SAP","MIA",
0.00,"SAT","GDL",
0.00,"SAT","MTY",
0.00,"SDF","GDL",
0.00,"SDF","MEX",
0.00,"SDQ","MIA",
0.00,"SJO","MIA",
0.00,"UIO","MIA",
0.00,"ANC","HKG",
0.00,"ANC","ICN",
0.00,"ANC","KIX",
0.00,"ANC","NRT",
0.00,"ANC","PVG",
0.00,"ANC","SZX",
0.00,"GUM","HKG",
0.00,"HKG","ANC",
0.00,"HNL","HKG",
0.00,"HNL","SYD",
0.00,"HNL","SZX",
0.00,"ICN","ANC",
0.00,"KIX","ANC",
0.00,"NRT","ANC",
0.00,"PVG","ANC",
0.00,"SYD","HNL",
0.00,"SZX","ANC",
0.00,"TPE","ANC",
0.00,"CVG","BAH",
0.00,"CVG","HKG",
0.00,"AMS","JFK",
0.00,"ANC","HKG",
0.00,"BAH","JFK",
0.00,"BRU","CVG",
0.00,"CAY","IAD",
0.00,"CVG","BAH",
0.00,"CVG","BRU",
0.00,"CVG","LEJ",
0.00,"EMA","CVG",
0.00,"EWR","ZRH",
0.00,"HKG","JFK",
0.00,"HKG","LCK",
0.00,"IAD","CAY",
0.00,"JFK","BAH",
0.00,"LEJ","CVG",
0.00,"YYZ","SEA",
0.00,"CLT","YQG",
0.00,"DAL","QRO",
0.00,"AUS","SLW",
0.00,"BJX","FWA",
0.00,"SLW","LRD",
0.00,"SLW","YIP",
0.00,"YHM","TUP",
0.00,"YIP","SLW",
0.00,"CXI","HNL",
0.00,"GUM","MAJ",
0.00,"HNL","CXI",
0.00,"HNL","MAJ",
0.00,"HNL","PNI",
0.00,"MAJ","GUM",
0.00,"MAJ","HNL",
0.00,"PNI","GUM",
0.00,"BFI","YYC",
0.00,"YYC","BFI",
0.00,"LGB","YHM",
0.00,"TRI","YQG",
0.00,"TYS","YQG",
0.00,"YHM","SDF",
0.00,"YXU","RFD",
0.00,"ANU","SJU",
0.00,"BQN","SDQ",
0.00,"CUN","MIA",
0.00,"CUU","ELP",
0.00,"DAL","MEX",
0.00,"ELP","CUU",
0.00,"GCM","MIA",
0.00,"GUA","MIA",
0.00,"MEX","FWA",
0.00,"MIA","CUN",
0.00,"MIA","GCM",
0.00,"MIA","GUA",
0.00,"MIA","MID",
0.00,"MIA","SAP",
0.00,"MID","MIA",
0.00,"PTK","SLW",
0.00,"PTK","TLC",
0.00,"SAP","MIA",
0.00,"SDQ","BQN",
0.00,"SJU","ANU",
0.00,"SLP","YIP",
0.00,"SLW","CID",
0.00,"SLW","SDF",
0.00,"BOG","MIA",
0.00,"LIM","MIA",
0.00,"MDE","MIA",
0.00,"MIA","CWB",
0.00,"MIA","GRU",
0.00,"MIA","MAO",
0.00,"MIA","POA",
0.00,"MIA","SSA",
0.00,"MIA","VCP",
0.00,"MIA","VIX",
0.00,"UIO","MIA",
0.00,"MAN","JFK",
0.00,"AMS","MIA",
0.00,"BOG","MIA",
0.00,"MDE","MIA",
0.00,"MIA","AMS",
0.00,"MIA","BOG",
0.00,"MIA","CLO",
0.00,"MIA","GIG",
0.00,"MIA","LIM",
0.00,"MIA","MAO",
0.00,"MIA","MDE",
0.00,"MIA","POA",
0.00,"MIA","UIO",
0.00,"MIA","VCP",
0.00,"UIO","MIA",
0.00,"AMM","JFK",
0.00,"JFK","AMM",
0.00,"CCS","MIA",
0.00,"MIA","CCS",
0.00,"ATL","TPE",
0.00,"DFW","TPE",
0.00,"IAH","TPE",
0.00,"JFK","TPE",
0.00,"KIX","ANC",
0.00,"LAX","KIX",
0.00,"LAX","TPE",
0.00,"MIA","TPE",
0.00,"ORD","KIX",
0.00,"ORD","TPE",
0.00,"SEA","TPE",
0.00,"SFO","TPE",
0.00,"TPE","ATL",
0.00,"TPE","DFW",
0.00,"TPE","IAH",
0.00,"TPE","JFK",
0.00,"TPE","LAX",
0.00,"TPE","MIA",
0.00,"TPE","ORD",
0.00,"TPE","SEA",
0.00,"TPE","SFO",
0.00,"CMH","QRO",
0.00,"CMH","SLW",
0.00,"TOL","QRO",
0.00,"YIP","QRO",
0.00,"YIP","TLC",
0.00,"CJS","LEX",
0.00,"YHM","SDF",
0.00,"YIP","SLW",
0.00,"YIP","TLC",
0.00,"AGT","MIA",
0.00,"AMS","MIA",
0.00,"GUA","MIA",
0.00,"GYE","MIA",
0.00,"LIM","MIA",
0.00,"MIA","AGT",
0.00,"MIA","AMS",
0.00,"MIA","ASU",
0.00,"MIA","CWB",
0.00,"MIA","EZE",
0.00,"MIA","GIG",
0.00,"MIA","GUA",
0.00,"MIA","GYE",
0.00,"MIA","LIM",
0.00,"MIA","MAD",
0.00,"MIA","MVD",
0.00,"MIA","POA",
0.00,"MIA","PTY",
0.00,"MIA","SCL",
0.00,"MIA","SJO",
0.00,"MIA","UIO",
0.00,"MIA","VCP",
0.00,"MIA","VIX",
0.00,"PTY","MIA",
0.00,"SCL","MIA",
0.00,"SJO","MIA",
0.00,"UIO","MIA",
0.00,"VCP","MIA",
0.00,"AMS","ORD",
0.00,"ORD","AMS",
0.00,"ORD","SVO",
0.00,"SVO","ORD",
0.00,"CHI","AMS",
0.00,"CHI","BLR",
0.00,"CHI","BOM",
0.00,"CHI","BRU",
0.00,"CHI","MAA",
0.00,"CHI","SIN",
0.00,"DFW","BOM",
0.00,"DFW","BRU",
0.00,"DFW","SHJ",
0.00,"DFW","SIN",
0.00,"HKG","DFW",
0.00,"HKG","LAX",
0.00,"LAX","AMS",
0.00,"LAX","BLR",
0.00,"LAX","BRU",
0.00,"LAX","JNB",
0.00,"LAX","MAA",
0.00,"LAX","SIN",
0.00,"NKG","LAX",
0.00,"SIN","DFW",
0.00,"SIN","LAX",
0.00,"IAH","CUR",
0.00,"IAH","LAD",
0.00,"IAH","PHC",
0.00,"LAX","SVG",
0.00,"MRS","LGB",
0.00,"MXP","LAX",
0.00,"TUL","TLV",
0.00,"BGI","MIA",
0.00,"GUA","MIA",
0.00,"MGA","MIA",
0.00,"MIA","BGI",
0.00,"MIA","BZE",
0.00,"MIA","ENQ",
0.00,"MIA","GUA",
0.00,"MIA","KIN",
0.00,"MIA","MGA",
0.00,"MIA","PAP",
0.00,"MIA","PTY",
0.00,"AMS","CVG",
0.00,"BOG","MIA",
0.00,"CVG","LEJ",
0.00,"IAH","YYC",
0.00,"JFK","EMA",
0.00,"JFK","WAW",
0.00,"JFK","YYR",
0.00,"LEJ","CVG",
0.00,"LEJ","JFK",
0.00,"MIA","BOG",
0.00,"MIA","SDQ",
0.00,"SDQ","MIA",
0.00,"WAW","JFK",
0.00,"YYR","JFK",
0.00,"BOG","MIA",
0.00,"CVG","BAH",
0.00,"CVG","EMA",
0.00,"EMA","CVG",
0.00,"HKG","ANC",
0.00,"HKG","CVG",
0.00,"HKG","LAX",
0.00,"LAX","LEJ",
0.00,"LEJ","CVG",
0.00,"MIA","BOG",
0.00,"MIA","MAO",
0.00,"PIK","SEA",
0.00,"BGR","YYT",
0.00,"FPO","OPF",
0.00,"LAF","FPO",
0.00,"MCI","YWG",
0.00,"SDF","YHM",
0.00,"YHM","YIP",
0.00,"YWG","CHS",
0.00,"YYT","YIP",
0.00,"BOG","MIA",
0.00,"GUA","MIA",
0.00,"GYE","MIA",
0.00,"LIM","MIA",
0.00,"MDE","MIA",
0.00,"MIA","BOG",
0.00,"MIA","CLO",
0.00,"MIA","CNF",
0.00,"MIA","CWB",
0.00,"MIA","GUA",
0.00,"MIA","GYE",
0.00,"MIA","LIM",
0.00,"MIA","MAO",
0.00,"MIA","MDE",
0.00,"MIA","POA",
0.00,"MIA","POS",
0.00,"MIA","PTY",
0.00,"MIA","SCL",
0.00,"MIA","SJO",
0.00,"MIA","UIO",
0.00,"MIA","VCP",
0.00,"MIA","VIX",
0.00,"MIA","VVI",
0.00,"PTY","MIA",
0.00,"SCL","MIA",
0.00,"SJO","MIA",
0.00,"UIO","MIA",
0.00,"YIP","QRO",
0.00,"AOH","HMO",
0.00,"BJX","FWA",
0.00,"CAE","CUU",
0.00,"DAL","BJX",
0.00,"FWA","SLW",
0.00,"GDL","YIP",
0.00,"GYY","YXU",
0.00,"IND","QRO",
0.00,"LRD","CUU",
0.00,"SDF","YHM",
0.00,"TLC","JZT",
0.00,"TVC","YHM",
0.00,"YHM","JZT",
0.00,"YHM","MCI",
0.00,"YHM","SDF",
0.00,"YIP","SLW",
0.00,"YIP","TLC",
0.00,"YIP","YHM",
0.00,"YKF","LUK",
0.00,"YXU","GYY",
0.00,"YXU","RFD",
0.00,"YXU","SDF",
0.00,"JFK","SYD",
0.00,"LAX","SYD",
0.00,"ORD","AKL",
0.00,"ORD","SYD",
0.00,"PVG","JFK",
0.00,"PVG","ORD",
0.00,"ANC","ICN",
0.00,"ANC","ICN",
0.00,"ATL","ICN",
0.00,"DFW","ICN",
0.00,"DFW","ICN",
0.00,"ICN","ANC",
0.00,"ICN","ATL",
0.00,"ICN","DFW",
0.00,"ICN","DFW",
0.00,"ICN","JFK",
0.00,"ICN","JFK",
0.00,"ICN","LAX",
0.00,"ICN","LAX",
0.00,"ICN","MIA",
0.00,"ICN","MIA",
0.00,"ICN","ORD",
0.00,"ICN","ORD",
0.00,"ICN","SEA",
0.00,"ICN","SFO",
0.00,"ICN","SFO",
0.00,"JFK","ICN",
0.00,"JFK","ICN",
0.00,"LAX","ICN",
0.00,"LAX","ICN",
0.00,"LAX","NRT",
0.00,"LIM","LAX",
0.00,"LIM","MIA",
0.00,"MIA","ICN",
0.00,"MIA","ICN",
0.00,"MIA","VCP",
0.00,"ORD","ICN",
0.00,"ORD","ICN",
0.00,"PVG","ATL",
0.00,"PVG","JFK",
0.00,"SEA","ICN",
0.00,"SFO","ICN",
0.00,"SFO","ICN",
0.00,"VCP","LAX",
0.00,"VCP","MIA",
0.00,"BOG","MIA",
0.00,"MDE","MIA",
0.00,"MIA","AGT",
0.00,"MIA","ASU",
0.00,"MIA","BSB",
0.00,"MIA","CFB",
0.00,"MIA","CWB",
0.00,"MIA","GIG",
0.00,"MIA","GRU",
0.00,"MIA","MAO",
0.00,"MIA","POA",
0.00,"MIA","SSA",
0.00,"MIA","VCP",
0.00,"MIA","VIX",
0.00,"UIO","MIA",
0.00,"BDA","EWR",
0.00,"CVG","YMX",
0.00,"EWR","BDA",
0.00,"GSP","YHM",
0.00,"GSP","YMX",
0.00,"YHM","GSP",
0.00,"YMX","BUF",
0.00,"YMX","CVG",
0.00,"ATL","HKG",
0.00,"DFW","HKG",
0.00,"HKG","ATL",
0.00,"HKG","DFW",
0.00,"HKG","JFK",
0.00,"HKG","LAX",
0.00,"HKG","MIA",
0.00,"HKG","ORD",
0.00,"HKG","SFO",
0.00,"JFK","HKG",
0.00,"LAX","HKG",
0.00,"MIA","HKG",
0.00,"ORD","HKG",
0.00,"SFO","HKG",
0.00,"JFK","KEF",
0.00,"KEF","JFK",
0.00,"AMS","BQN",
0.00,"AMS","MIA",
0.00,"BOG","BQN",
0.00,"BOG","MIA",
0.00,"BQN","AMS",
0.00,"BQN","BOG",
0.00,"EZE","BQN",
0.00,"MIA","AMS",
0.00,"MIA","EZE",
0.00,"MIA","SCL",
0.00,"SCL","MIA",
0.00,"UIO","MIA",
0.00,"VCP","MIA",
0.00,"BUR","SJD",
0.00,"BUR","SXM",
0.00,"BNA","YUL",
0.00,"CUN","DAL",
0.00,"CUN","FLL",
0.00,"CUN","IND",
0.00,"CUN","MIA",
0.00,"FLL","YUL",
0.00,"FLL","YYZ",
0.00,"HOU","PTY",
0.00,"HOW","MIA",
0.00,"LEX","YWG",
0.00,"LIR","MIA",
0.00,"MIA","CAY",
0.00,"MIA","LIR",
0.00,"MIA","NAS",
0.00,"NAS","IND",
0.00,"NAS","MIA",
0.00,"PGD","PUJ",
0.00,"PGD","YUL",
0.00,"PTP","MIA",
0.00,"PUJ","MIA",
0.00,"SEA","SJD",
0.00,"YUL","FLL",
0.00,"YUL","LEX",
0.00,"YUL","MIA",
0.00,"YWG","DSM",
0.00,"YWG","MKE",
0.00,"YYZ","LAN",
0.00,"YYZ","PVD",
0.00,"ANU","MIA",
0.00,"ANU","SJU",
0.00,"AUA","MIA",
0.00,"AUA","SJU",
0.00,"BGI","MIA",
0.00,"BGI","SJU",
0.00,"BLA","MIA",
0.00,"BLA","SJU",
0.00,"BZE","MIA",
0.00,"BZE","SJU",
0.00,"CUN","MIA",
0.00,"CUN","SJU",
0.00,"CUR","MIA",
0.00,"CUR","SJU",
0.00,"DOM","FLL",
0.00,"DOM","MIA",
0.00,"DOM","SJU",
0.00,"FDF","MIA",
0.00,"FDF","SJU",
0.00,"GEO","MIA",
0.00,"GEO","SJU",
0.00,"GND","MIA",
0.00,"GND","SJU",
0.00,"KIN","MIA",
0.00,"KIN","SJU",
0.00,"LSP","MIA",
0.00,"LSP","SJU",
0.00,"MAR","MIA",
0.00,"MAR","SJU",
0.00,"MEX","MIA",
0.00,"MEX","SJU",
0.00,"MGA","MIA",
0.00,"MIA","ANU",
0.00,"MIA","AUA",
0.00,"MIA","BGI",
0.00,"MIA","BLA",
0.00,"MIA","BOG",
0.00,"MIA","BZE",
0.00,"MIA","CCS",
0.00,"MIA","CUN",
0.00,"MIA","CUR",
0.00,"MIA","DOM",
0.00,"MIA","ERS",
0.00,"MIA","FDF",
0.00,"MIA","FPO",
0.00,"MIA","GDL",
0.00,"MIA","GEO",
0.00,"MIA","GND",
0.00,"MIA","GUA",
0.00,"MIA","GYE",
0.00,"MIA","KIN",
0.00,"MIA","LSP",
0.00,"MIA","MAO",
0.00,"MIA","MAR",
0.00,"MIA","MBJ",
0.00,"MIA","MEX",
0.00,"MIA","MGA",
0.00,"MIA","MID",
0.00,"MIA","MTY",
0.00,"MIA","PAP",
0.00,"MIA","PBM",
0.00,"MIA","PMV",
0.00,"MIA","POP",
0.00,"MIA","POS",
0.00,"MIA","PTP",
0.00,"MIA","PTY",
0.00,"MIA","SAL",
0.00,"MIA","SAP",
0.00,"MIA","SDQ",
0.00,"MIA","SKB",
0.00,"MIA","SLU",
0.00,"MIA","STI",
0.00,"MIA","SVD",
0.00,"MIA","SXM",
0.00,"MIA","TAB",
0.00,"MIA","TGU",
0.00,"MIA","UIO",
0.00,"MIA","UVF",
0.00,"MIA","VLN",
0.00,"MID","FLL",
0.00,"MID","MIA",
0.00,"PAP","FLL",
0.00,"PAP","MIA",
0.00,"PAP","PBI",
0.00,"PAP","RSW",
0.00,"PAP","SJU",
0.00,"PBM","MIA",
0.00,"PMV","MIA",
0.00,"PMV","SJU",
0.00,"POS","MIA",
0.00,"POS","RSW",
0.00,"POS","SJU",
0.00,"PTP","MIA",
0.00,"PTP","SJU",
0.00,"PTY","MIA",
0.00,"PTY","SJU",
0.00,"SAL","FXE",
0.00,"SAL","MIA",
0.00,"SAP","BHM",
0.00,"SAP","MIA",
0.00,"SAP","PBI",
0.00,"SAP","RSW",
0.00,"SDQ","MIA",
0.00,"SDQ","SJU",
0.00,"SJU","ANU",
0.00,"SJU","AUA",
0.00,"SJU","BGI",
0.00,"SJU","BLA",
0.00,"SJU","BOG",
0.00,"SJU","BZE",
0.00,"SJU","CUN",
0.00,"SJU","CUR",
0.00,"SJU","DOM",
0.00,"SJU","FDF",
0.00,"SJU","GCM",
0.00,"SJU","GEO",
0.00,"SJU","GND",
0.00,"SJU","GUA",
0.00,"SJU","GYE",
0.00,"SJU","KIN",
0.00,"SJU","LIM",
0.00,"SJU","MAO",
0.00,"SJU","MAR",
0.00,"SJU","MEX",
0.00,"SJU","PAP",
0.00,"SJU","POS",
0.00,"SJU","PTP",
0.00,"SJU","PTY",
0.00,"SJU","SAL",
0.00,"SJU","SAP",
0.00,"SJU","SDQ",
0.00,"SJU","SKB",
0.00,"SJU","SLU",
0.00,"SJU","STI",
0.00,"SJU","SVD",
0.00,"SJU","SXM",
0.00,"SJU","UIO",
0.00,"SJU","UVF",
0.00,"SJU","VLN",
0.00,"SKB","MIA",
0.00,"SKB","SJU",
0.00,"STI","MIA",
0.00,"STI","PBI",
0.00,"STI","RSW",
0.00,"STI","SJU",
0.00,"SVD","MIA",
0.00,"SVD","SJU",
0.00,"SXM","MIA",
0.00,"SXM","SJU",
0.00,"UVF","MIA",
0.00,"UVF","SJU",
0.00,"SNN","SEA",
0.00,"EWR","YVR",
0.00,"IAH","MID",
0.00,"ORD","YEG",
0.00,"YEG","IAD",
0.00,"YVR","EWR",
0.00,"YVR","LGA",
0.00,"BCN","BGR",
0.00,"BCN","BOS",
0.00,"CDG","ALB",
0.00,"STR","BGR",
0.00,"YUL","EWR",
0.00,"YUL","ORD",
0.00,"YYR","EWR",
0.00,"ANU","TPA",
0.00,"AUA","TPA",
0.00,"AUS","CZM",
0.00,"AUS","TGU",
0.00,"BDA","FLL",
0.00,"BDA","MCO",
0.00,"BDA","MIA",
0.00,"BDA","RSW",
0.00,"BDA","SAN",
0.00,"BDL","MBJ",
0.00,"BJX","IAH",
0.00,"BJX","MSY",
0.00,"BON","AUS",
0.00,"BON","LGA",
0.00,"BOS","MBJ",
0.00,"BOS","PVR",
0.00,"BOS","SJD",
0.00,"BTR","CUN",
0.00,"BWI","PVR",
0.00,"BZE","BOS",
0.00,"BZE","DCA",
0.00,"BZE","MIA",
0.00,"BZE","MSY",
0.00,"BZE","SLC",
0.00,"CLE","SJO",
0.00,"CMH","LIR",
0.00,"CMH","SJO",
0.00,"CUN","ANC",
0.00,"CUN","BDL",
0.00,"CUN","BUF",
0.00,"CUN","DFW",
0.00,"CUN","HDN",
0.00,"CUN","LGA",
0.00,"CUN","MSY",
0.00,"CUN","PBI",
0.00,"CUN","RSW",
0.00,"CUN","TPA",
0.00,"CZM","CMH",
0.00,"CZM","DCA",
0.00,"CZM","FLL",
0.00,"CZM","SAN",
0.00,"DCA","SAL",
0.00,"DCA","SJD",
0.00,"DFW","CZM",
0.00,"DTW","LIR",
0.00,"FLL","BDA",
0.00,"FLL","GCM",
0.00,"FLL","GUA",
0.00,"FLL","PTY",
0.00,"GCM","LAS",
0.00,"GCM","PHX",
0.00,"GCM","SAT",
0.00,"GCM","TPA",
0.00,"GDL","BOS",
0.00,"GDL","CLE",
0.00,"GDL","SAN",
0.00,"GUA","DTW",
0.00,"GUA","HDN",
0.00,"GUA","SFO",
0.00,"HDN","GUA",
0.00,"HDN","MEX",
0.00,"LAS","MGA",
0.00,"LAS","SAL",
0.00,"LAS","SJO",
0.00,"LGA","MBJ",
0.00,"LIR","BOS",
0.00,"LIR","DEN",
0.00,"LIR","FLL",
0.00,"LIR","MIA",
0.00,"LIR","PBI",
0.00,"LIR","PIT",
0.00,"LIR","SLC",
0.00,"MBJ","PHL",
0.00,"MCO","ANU",
0.00,"MCO","AUA",
0.00,"MCO","BDA",
0.00,"MCO","CUN",
0.00,"MCO","MEX",
0.00,"MCO","POS",
0.00,"MCO","PVR",
0.00,"MCO","SJO",
0.00,"MEX","AUS",
0.00,"MEX","HDN",
0.00,"MEX","LAS",
0.00,"MEX","MIA",
0.00,"MEX","PBI",
0.00,"MEX","SNA",
0.00,"MEX","TPA",
0.00,"MGA","DTW",
0.00,"MGA","FLL",
0.00,"MGA","LGA",
0.00,"MGA","MCO",
0.00,"MGA","PBI",
0.00,"MGA","SAT",
0.00,"MGA","TPA",
0.00,"MIA","BDA",
0.00,"MIA","BZE",
0.00,"MIA","CUN",
0.00,"MIA","GCM",
0.00,"MIA","GUA",
0.00,"MIA","MBJ",
0.00,"MIA","MGA",
0.00,"MIA","PTY",
0.00,"MIA","RTB",
0.00,"MIA","SJD",
0.00,"MID","BWI",
0.00,"MSP","PVR",
0.00,"MSP","SJD",
